Index,Comentario,Fecha;;;;,clasificacion,valoracion
594,"Las actividades extraordinarias que tomamos super bien, tanto el snokel como el XPA. Lo que me hace bajar la calificacion y tomar la decision de no volver a visitar este parque, es por el hecho que cuando compras la entrada no te lo venden como un zoologico y la realidad es que si lo es. Hay dos situaciones que me llamaron mucho la atencion, la primera es el pequeno espacio que tenian a una pareja de aguilas en el aviario y la segunda y mas triste, es la exposicion de los animales en el show de cierre, en particular el ultimo acto al terminar, lanzan a volar alrededor de 10 o 15 guacamayos mientras la gente grita y lanzan en simultaneo confeti hacia el cielo. Espero recibir algo mas que la respuesta tipo de la empresa de que el parque es un aporte a la conservacion de guacamayos ( hecho que no coloco en duda) pero no veo la necesidad de ocupar animales de esa forma en un espectaculo, es triste, de hecho quedamos muy afectados.Me arrepiento de haber gastado mi dinero en ustedes.",17 de enero de 2023;;;;,"animales, show, no clasificable",Negativo
595,Feliz,17 de enero de 2023;;;;,<general>,Positivo
"596|""Amo el show de la noche """"Mexico espectacular""""Deberian prohibir el consumo de cigarrillo en el parque""|17 de enero de 2023;;;;",,,No disponible,No disponible
597,Genial!,17 de enero de 2023;;;;,<general>,Positivo
598,"Genial! Es un parque extraordinario. Terminamos cansados pero super divertido. El show de cierre es lo maximo, permite conocer un poco mas de la cultura mexicana.",16 de enero de 2023;;;;,"<general>, <show>","Positivo, Positivo"
599,En un dia no se conoce xcaret.,16 de enero de 2023;;;;,<no clasificable>,Neutro
600,"El rio subterraneo ,el cementerio  y la hacienda  fue lo mejor para mi pero en si todo es magnifico. Un lugar lleno de magia e historia",16 de enero de 2023;;;;,"general, naturaleza/atracciones",Positivo
601,Simplemente Asombroso,16 de enero de 2023;;;;,<general>,Positivo
602,"El espectaculo en el teatro es precioso, altamente recomendable, nadar en el rio subterraneo es una linda experiencia.",15 de enero de 2023;;;;,"show, naturaleza/atracciones","Positivo, Positivo"
603,Maravillosa,14 de enero de 2023;;;;,<general>,Positivo
604,"Todo estuvo perfecto.  Lo unico es que me gustaria que los buses de Xcaret llegaran mas temprano,  se pierde demasiado tiempo para ser un parque tan grande",13 de enero de 2023;;;;,"general, transporte a hoteles","Positivo, Negativo"
605,Tiempo y dinero perdido,13 de enero de 2023;;;;,<no clasificable>,Negativo
606,El parque es hermoso y estuve en varias oportunidades y cada vez esta mas lindo y en mejora constante. El servicio de el autobus demoro demasiado en llevarnos y perdimos mas de la mitad de la manana en eso. Tomando un taxi llegabamos mas rapido y eso nos hizo perder mucho tiempo.Es una estafa que cobren aparte el paquete de fotos de los delfines. Me quisieron cobrar 500 dolares por el; regateando llegue a 280 dolares por 10 fotos digitales. Un robo! XCARET! Deberia incluir en la actividad de delfines su paquete de fotos oficial que es muy bueno.,13 de enero de 2023;;;,"general, transporte a hoteles, precio, no clasificable","Positivo, Negativo, Negativo, Negativo"
607,Recomendable paseo.,13 de enero de 2023;;;;,<general>,Positivo
608,"Mi parte favorita fue el show del final, y ver a las personas disfrazadas de Mayas. Tambien me gusto conocer las ruinas del lugar, los animales y las hermosas vistas. Me hubiese gustado que habiliten mas playas para poder banarse.",12 de enero de 2023;;;;,"show, naturaleza/atracciones, animales, no clasificable","Positivo, Positivo, Positivo, Neutro"
609,Muy linda,11 de enero de 2023;;;;,<general>,Positivo
610,Muy linda experiencia y todos muy atentos. Que pena no haber podido ver la bandera de Peru al ver a todas las banderas en el show y en el letrero de la playa,10 de enero de 2023;;;;,"general, trato personal, show","Positivo, Positivo, Neutro"
611,Experiencia Unica,10 de enero de 2023;;;;,<general>,Positivo
612,"Me encantaron los Rios, es una experiencia unica, almorzamos en el restaurante dos platas, la comida excelente, tocar animales es el acuario y conocer las maravillas marinas me encanto.",10 de enero de 2023;;;;,"naturaleza/atracciones, buffet, animales","Positivo, Positivo, Positivo"
613,Excepcional,10 de enero de 2023;;;;,<general>,Positivo
614,"La prolijidad en todo el parque, la calidad de atencion y servicio. Todo espectacular y excelente, Gracias",9 de enero de 2023;;;;,"general, trato personal",Positivo
615,Xcaret 1000 puntos,8 de enero de 2023;;;;,<general>,Positivo
616,El espectaculo final es una locura!! Y nadar por los rios subterraneos es algo increible!!! Cada espacio esta pensado y posgrado excelentemente.,8 de enero de 2023;;;;,"show, naturaleza/atracciones","Positivo, Positivo"
617,Super,8 de enero de 2023;;;;,<no clasificable>,Positivo
618,"Imperdible el recorrido del pueblo maya, el rio, la playa es super, llevar zapatos de playa comodos los recorridos son largos, importante llevar jabon o shampoo para banarse y la ropa de cambio para la salida, el protector del celular alla son costosos.",7 de enero de 2023;;;;,"general, naturaleza/atracciones, no clasificable","Positivo, Neutro, Neutro"
619,Buen y divertido lugar para todas las edades,7 de enero de 2023;;;;,<general>,Positivo
620,Es un muy buen lugar para conocer a pesar de ir varias veces ya lo veo diferente y renovado aun que en esta ultima vez me.toco experiencia mediante el hotel xcaret y el trato y servicios fue mucho mejor,7 de enero de 2023;;;;,"<general>, <trato personal>","Positivo, Positivo"
621,Excelente!!,6 de enero de 2023;;;;,<general>,Positivo
622,"Todo excelente, el precio no es tan tan barato pero desquitas en lo que conoces y el buffet de *****",5 de enero de 2023;;;;,"general, precio, buffet","Positivo, Neutro, Positivo"
623,Excelente experiencia,4 de enero de 2023;;;;,<general>,Positivo
624,"Una experiencia increible! Me encantaron las actividades en el parque, la comida y el servicio de la gente esquisto y el show nocturno indescriptible para disfrutar de la historia de Mexico.",4 de enero de 2023;;;;,"general, naturaleza/atracciones, buffet, trato personal, show","Positivo, Positivo, Positivo, Positivo, Positivo"
625,Muy Bonita,3 de enero de 2023;;;;,<general>,Positivo
626,"El contacto con la naturaleza mucho sitio para caminar conectado con lo divino de la existencia y nadar en las cuevas igual una bonita experiencia cavernas con agua, playas bonitas, un rio q termina en el mar los delfines y otras especies marinas bonito aunq no me gusta esten encerrados prefiero como en mi Pais contacto con los Delfines, lobos marinos pinguinos en estado natural Islas Galapagos Ecuador",3 de enero de 2023;;;;,"naturaleza/atracciones, animales, no clasificable","Positivo, Negativo, Neutro"
627,Excelente,3 de enero de 2023;;;;,<general>,Positivo
628,"Esta ves le pongo 4 estrellas, el lugar como siempre es excelente pero como es temporada alta habia demasiada gente, definitivamente tienen que ir y quedarse hasta el show de Mexico en la piel .",2 de enero de 2023;;;;,"<general>, <show>","Positivo, Positivo"
629,Excelente,2 de enero de 2023;;;;,<general>,Positivo
630,Definitivamente necesito regresar a ver completo el parque. El guia turistico (Johny Bravo) fue espectacular.,1 de enero de 2023;;;;,"<general>, <trato personal>","Positivo, Positivo"
631,En la lista de las activades a realizar cuando visites Mexico,29 de diciembre de 2022;;;;,<no clasificable>,Neutro
632,"Realmente es una de las maravillas que tiene Mexico, disfrute la estancia en el parque es muy lindo es increible lo grande que es, muy organizados, el personal del parque es muy amable y super atento, visitamos el restaurante mexicano y la comida estuvo espectacular, demasiada variedad, las activades son maravillosas quede super encantado del parque.",29 de diciembre de 2022;;;;,"general, trato personal, buffet, naturaleza/atracciones","Positivo, Positivo, Positivo, Positivo"
633,ESPECTACULAR,28 de diciembre de 2022;;;;,<general>,Positivo
634,"una experiencia inolvidable para mis hijos, muy completo, a los extranjeros les da una semblanza general y hermosa de Mexico, educativo para toda la familia y vale cada peso que pagas",28 de diciembre de 2022;;;;,"<general>, <precio>","Positivo, Positivo"
635,Magica,28 de diciembre de 2022;;;;,<general>,Positivo
636,"Definitivamente el espectaculo en todo su esplendor. Recomiendo no perderse el show, el rio, el acuario, el restaurante la cocina.",27 de diciembre de 2022;;;;,"show, naturaleza/atracciones, buffet",Positivo
637,Espectacular,27 de diciembre de 2022;;;;,<general>,Positivo
638,"Muy bonita experiencia, muchas atracciones, de las cuales una de las que mas me agrado fue la del rio subterraneo",26 de diciembre de 2022;;;;,"general, naturaleza/atracciones",Positivo
639,Xcaret para volver,25 de diciembre de 2022;;;;,<general>,Positivo
640,"Un lugar para disfrutar en familia, definitivamente volveremos, a pesar que fue un dia lluvioso, la diversion fue plena. El show final muy pintoresco, cultural y de alta produccion, nos encanto!",25 de diciembre de 2022;;;;,"<general>, <show>","Positivo, Positivo"
641,Lo mejor,25 de diciembre de 2022;;;;,<general>,Positivo
642,Excelente servicio que buenos parques una excelente experiencia en la vida de lo mejor increible fantastico ,24 de diciembre de 2022;;;;,<general>,Positivo
643,El mejor parque del mundo,24 de diciembre de 2022;;;;,<general>,Positivo
644,"Todo fue excelente la atencion el servicio... perdi algunas cosas por que se me cayeron... aun asi ellos mandaron buzos, si bien no se recuperaron su atencion de 10",24 de diciembre de 2022;;;;,"trato personal, no clasificable","Positivo, Neutro"
645,Hermoso lugar,23 de diciembre de 2022;;;;,<general>,Positivo
646,La unica recomendacion seria que desde el.ingreso  se informe los restaurantes que no prestaran servicio para el almuerzo,23 de diciembre de 2022;;;;,"<general>, <no clasificable>",Neutro
647,"No hay primera, sin segunda",23 de diciembre de 2022;;;;,no clasificable,neutro
648,"Parque de buenas tematicas, atractivo para ninos, adolecentes y adultos. Su cierre sigue siendo la guinda de la torta.",23 de diciembre de 2022;;;;,"<general>, <naturaleza/atracciones>",Positivo
649,RECOMENDABLE 100%,23 de diciembre de 2022;;;;,<general>,Positivo
650,"Lo recomiendo, experiencia unica, es importante ir por el dia completo para conocer el parque y despues quedarse a ver Mexico Espectacular.",21 de diciembre de 2022;;;;,"<general>, <show>",Positivo
651,Agradable,21 de diciembre de 2022;;;;,<general>,Positivo
652,"El parque bonito y la atraccion final espectacular,  no me gusto el tema de las fotos, siendo digitales a mi parecer son excesivamente costosas",21 de diciembre de 2022;;;;,"general, naturaleza/atracciones, precio","Positivo, Positivo, Negativo"
653,Sigue siendo el mejor parque,21 de diciembre de 2022;;;;,<general>,Positivo
654,"Un parque del que nunca me canso, un show que siempre mueve cada fibra de mi cuerpo y la llena de felicidad por mostrar lo mejor de nuestra cultura, vayan a caleta y hagan snorkel es muy divertido y ves muchas especies, antes del show nocturno vayan al show de bailables regionales y tambien mientras comen vayan al show de charreria, disfrutamos mucho ver a los manaties, tortugas, el acuario, stingrays, en este viaje no lo hice, pero el nado con tiburones es increible, y los delfines tambien, siempre transmiten muy buenas vibras, yom3nse muchas fotos, nosotros compramos el paquetes de 5 parques y bien valio la pena, esta vez nadamos por el rio azul, creo que me gusto mas el verde, lo unico que no me gusto fue un tipo que salto por donde estan las.letras enormes de Xcaret, casi cayo encima de mi, tipo nefasto y con complejos de inferioridad tratando de llamar la atencion, fuera de eso, todo estuvo perfecto, el personal siempre muy amable y atento, como socios de xcaret te dan un reconocimiento y trato preferencia lo cual se agradece en este y todos los parques, nos vemos en enero para mi cumpleanos",21 de diciembre de 2022;;;;,"general, show, naturaleza/atracciones, animales, trato personal, precio","Positivo, Positivo, Positivo, Positivo, Positivo, Positivo"
655,visita obligada,20 de diciembre de 2022;;;;,<general>,Positivo
656,"merecidas las 5 estrellas, es un espectaculo este parque! vale la pena pagar lo que vale, porque es maravilloso, la comida deli, las actividades hay muchas, no te cansas",19 de diciembre de 2022;;;;,"<general>, <buffet>, <precio>, <show>, <naturaleza/atracciones>",Positivo
657,Excepcional,19 de diciembre de 2022;;;;,<general>,Positivo
658,"Fue nada por el rio! Y la comida, la flora y la fauna! Es espectacular! Una de mis mejores vacaciones en este lugar!",19 de diciembre de 2022;;;;,"general, naturaleza/atracciones, buffet, animales",Positivo
659,Un verdadero Full day,19 de diciembre de 2022;;;;,<general>,Positivo
660,Mi parte favorita fue el nado por el rio subterraneo.Todo bien organizado con personal dispuesto a ayudar a quien lo necesite.Nos sirvio ver videos de experiencias en ese parque para estar preparado y aprovechar al maximo el paseo.,18 de diciembre de 2022;;;;,"naturaleza/atracciones, trato personal, general","Positivo, Positivo, Positivo"
661,Muy buena!!!,18 de diciembre de 2022;;;;,<general>,Positivo
662,Excelente!!! Se te hace poco el tiempo para recorrerlo todo pero lejos lo mejor es el show con el que finaliza el dia!!! Imperdible!!!,17 de diciembre de 2022;;;;,"general, show","Positivo, Positivo"
